source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[culture medium]	characteristics[passage number]	characteristics[treatment]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[genetic modification]	characteristics[genotype]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[compound]	factor value[dose]	factor value[sampling time]	factor value[genotype]
Min6_DrugSet2_LowGlucose_10min_R6	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	2.5 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	6	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_07	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	2.5 mM	10 minute	not applicable
Min6_DrugSet2_LowGlucose_10min_R7	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	2.5 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	7	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_08	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	2.5 mM	10 minute	not applicable
Min6_DrugSet2_LowGlucose_10min_SB216763_R1	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	SB216763	2.5 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	1	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_17	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	SB216763	2.5 mM	10 minute	not applicable
Min6_DrugSet2_LowGlucose_10min_SB216763_R1	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	SB216763	2.5 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	1	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_17_140722181101	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	2	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_17_140722181101.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	SB216763	2.5 mM	10 minute	not applicable
Min6_DrugSet2_LowGlucose_10min_SB216763_R2	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	SB216763	2.5 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	2	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_18	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	SB216763	2.5 mM	10 minute	not applicable
Min6_DrugSet2_LowGlucose_10min_SB216763_R3	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	SB216763	2.5 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	3	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_19	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	SB216763	2.5 mM	10 minute	not applicable
Min6_DrugSet2_LowGlucose_10min_SB216763_R4	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	SB216763	2.5 mM	10 minute	not applicable	not applicable	10 minute	enrichment of phosphorylated protein	4	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_20	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	SB216763	2.5 mM	10 minute	not applicable
Min6_DrugSet2_Starved_R6	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	untreated	not applicable	not applicable	not applicable	not applicable	not applicable	0 minute	enrichment of phosphorylated protein	6	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_01	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not applicable	0 minute	not applicable
Min6_DrugSet2_Starved_R7	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	untreated	not applicable	not applicable	not applicable	not applicable	not applicable	0 minute	enrichment of phosphorylated protein	7	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_02	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not applicable	0 minute	not applicable
Min6_DrugSet2_Starved_R8	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	untreated	not applicable	not applicable	not applicable	not applicable	not applicable	0 minute	enrichment of phosphorylated protein	8	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not applicable	0 minute	not applicable
Min6_DrugSet2_Starved_R9	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	untreated	not applicable	not applicable	not applicable	not applicable	not applicable	0 minute	enrichment of phosphorylated protein	9	run_20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_04	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	300m/z-1650m/z	not applicable	not available	not available	phosphoproteome-drug-set-2	1	1	20140718_QEp6_FrSa_lc4_02_SA_min6_CMP2_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not applicable	0 minute	not applicable
Min6_GlucoseProteome_0h_R1	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	untreated	not applicable	not applicable	not applicable	not applicable	not applicable	0 hour	not applicable	1	run_20140714_QEp4_FrSa_SA_min6_0h_1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-glucose-long-term	1	1	20140714_QEp4_FrSa_SA_min6_0h_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not applicable	0 hour	not applicable
Min6_GlucoseProteome_0h_R2	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	untreated	not applicable	not applicable	not applicable	not applicable	not applicable	0 hour	not applicable	2	run_20140714_QEp4_FrSa_SA_min6_0h_2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-glucose-long-term	1	1	20140714_QEp4_FrSa_SA_min6_0h_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not applicable	0 hour	not applicable
Min6_GlucoseProteome_0h_R3	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	untreated	not applicable	not applicable	not applicable	not applicable	not applicable	0 hour	not applicable	3	run_20140714_QEp4_FrSa_SA_min6_0h_3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-glucose-long-term	1	1	20140714_QEp4_FrSa_SA_min6_0h_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not applicable	0 hour	not applicable
Min6_GlucoseProteome_12h_R1	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	not available	12 hour	not applicable	not applicable	12 hour	not applicable	1	run_20140714_QEp4_FrSa_SA_min6_12h_1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-glucose-long-term	1	1	20140714_QEp4_FrSa_SA_min6_12h_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	12 hour	not applicable
Min6_GlucoseProteome_12h_R2	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	not available	12 hour	not applicable	not applicable	12 hour	not applicable	2	run_20140714_QEp4_FrSa_SA_min6_12h_2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-glucose-long-term	1	1	20140714_QEp4_FrSa_SA_min6_12h_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	12 hour	not applicable
Min6_GlucoseProteome_12h_R3	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	not available	12 hour	not applicable	not applicable	12 hour	not applicable	3	run_20140714_QEp4_FrSa_SA_min6_12h_3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-glucose-long-term	1	1	20140714_QEp4_FrSa_SA_min6_12h_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	12 hour	not applicable
Min6_GlucoseProteome_24h_R1	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	not available	24 hour	not applicable	not applicable	24 hour	not applicable	1	run_20140714_QEp4_FrSa_SA_min6_24h_1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-glucose-long-term	1	1	20140714_QEp4_FrSa_SA_min6_24h_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	24 hour	not applicable
Min6_GlucoseProteome_24h_R2	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	not available	24 hour	not applicable	not applicable	24 hour	not applicable	2	run_20140714_QEp4_FrSa_SA_min6_24h_2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-glucose-long-term	1	1	20140714_QEp4_FrSa_SA_min6_24h_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	24 hour	not applicable
Min6_GlucoseProteome_24h_R3	Mus musculus	islet of Langerhans	MIN6	CVCL_0431	MIN6	type B pancreatic cell	Mouse Insulinoma	cell line	adult	not available	not available	Dulbecco's Modified Eagle Medium	not available	Glucose	not applicable	not available	24 hour	not applicable	not applicable	24 hour	not applicable	3	run_20140714_QEp4_FrSa_SA_min6_24h_3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	300m/z-1750m/z	not applicable	not available	not available	proteome-glucose-long-term	1	1	20140714_QEp4_FrSa_SA_min6_24h_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	24 hour	not applicable
