source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
WAC20220705_TPM_Gjie_FNA_8min_S_617	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_617	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_617.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_619	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_619	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_619.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_620	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_620	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_620.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_625	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_625	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_625.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_626	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_626	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_626.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_678	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_678	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_678.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_679	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_679	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_679.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_680	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_680	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_680.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_687	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_687	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_687.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_702	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_702	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_702.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_703	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_703	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_703.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_721	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_721	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_721.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_S_726	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_S_726	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_S_726.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_Z_276	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_Z_276	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_Z_276.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_Z_280	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_Z_280	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_Z_280.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_Z_298	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_Z_298	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_Z_298.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220705_TPM_Gjie_FNA_8min_Z_301	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220705_TPM_Gjie_FNA_8min_Z_301	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220705_TPM_Gjie_FNA_8min_Z_301.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_A_11	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_A_11	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_A_11.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_A_15	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_A_15	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_A_15.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_A_19	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_A_19	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_A_19.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_A_20	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_A_20	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_A_20.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_A_22	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_A_22	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_A_22.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_A_23	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_A_23	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_A_23.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_A_24	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_A_24	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_A_24.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_A_27	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_A_27	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_A_27.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_A_53	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_A_53	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_A_53.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_A_56	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_A_56	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_A_56.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_A_9	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_A_9	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_A_9.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1381	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1381	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1381.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1384	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1384	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1384.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1405	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1405	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1405.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1406	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1406	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1406.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1407	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1407	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1407.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1408	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1408	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1408.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1412	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1412	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1412.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1422	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1422	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1422.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1429	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1429	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1429.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1470	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1470	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1470.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1520	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1520	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1520.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1525	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1525	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1525.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_1534	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_1534	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_1534.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAC20220706_TPM_Gjie_FNA_8min_J_25	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAC20220706_TPM_Gjie_FNA_8min_J_25	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAC20220706_TPM_Gjie_FNA_8min_J_25.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
