source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[sampling site]	characteristics[individual]	characteristics[compound]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[compound]	factor value[sampling time]	factor value[enrichment process]
NCI-H508-LI-6h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	linsitinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_LI_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_LI_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	linsitinib	6 hour	enrichment of phosphorylated protein
NCI-H508-LI-96h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	linsitinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_LI_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_LI_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	linsitinib	96 hour	enrichment of phosphorylated protein
NCI-H508-OS-15min-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	osimertinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_OS_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_OS_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	osimertinib	15 minute	enrichment of phosphorylated protein
NCI-H508-OS-1h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	osimertinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_OS_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_OS_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	osimertinib	1 hour	enrichment of phosphorylated protein
NCI-H508-OS-24h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	osimertinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_OS_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_OS_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	osimertinib	24 hour	enrichment of phosphorylated protein
NCI-H508-OS-48h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	osimertinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_OS_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_OS_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	osimertinib	48 hour	enrichment of phosphorylated protein
NCI-H508-OS-5min-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	osimertinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_OS_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_OS_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	osimertinib	5 minute	enrichment of phosphorylated protein
NCI-H508-OS-6h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	osimertinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_OS_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_OS_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	osimertinib	6 hour	enrichment of phosphorylated protein
NCI-H508-OS-96h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	osimertinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_OS_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_OS_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	osimertinib	96 hour	enrichment of phosphorylated protein
NCI-H508-RA-15min-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	ralimetinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_RA_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_RA_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	ralimetinib	15 minute	enrichment of phosphorylated protein
NCI-H508-RA-1h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	ralimetinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_RA_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_RA_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	ralimetinib	1 hour	enrichment of phosphorylated protein
NCI-H508-RA-24h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	ralimetinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_RA_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_RA_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	ralimetinib	24 hour	enrichment of phosphorylated protein
NCI-H508-RA-48h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	ralimetinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_RA_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_RA_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	ralimetinib	48 hour	enrichment of phosphorylated protein
NCI-H508-RA-5min-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	ralimetinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_RA_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_RA_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	ralimetinib	5 minute	enrichment of phosphorylated protein
NCI-H508-RA-6h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	ralimetinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_RA_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_RA_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	ralimetinib	6 hour	enrichment of phosphorylated protein
NCI-H508-RA-96h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	ralimetinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_RA_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_RA_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	ralimetinib	96 hour	enrichment of phosphorylated protein
NCI-H508-TR-15min-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	trametinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_TR_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_TR_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	trametinib	15 minute	enrichment of phosphorylated protein
NCI-H508-TR-1h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	trametinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_TR_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_TR_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	trametinib	1 hour	enrichment of phosphorylated protein
NCI-H508-TR-24h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	trametinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_TR_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_TR_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	trametinib	24 hour	enrichment of phosphorylated protein
NCI-H508-TR-48h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	trametinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_TR_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_TR_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	trametinib	48 hour	enrichment of phosphorylated protein
NCI-H508-TR-5min-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	trametinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_TR_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_TR_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	trametinib	5 minute	enrichment of phosphorylated protein
NCI-H508-TR-6h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	trametinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_TR_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_TR_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	trametinib	6 hour	enrichment of phosphorylated protein
NCI-H508-TR-96h-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	trametinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_TR_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_TR_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	trametinib	96 hour	enrichment of phosphorylated protein
NCI-H508-WI-15min-r1-phos	Homo sapiens	abdominal wall	not available	NCI-H508	CVCL_1564	NCI-H508	cecum adenocarcinoma	adult	55Y	male	European ancestry	abdominal wall	not applicable	WIKI4	15 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_H508_phos_WI_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_H508_phos_WI_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NCI-H508	WIKI4	15 minute	enrichment of phosphorylated protein
