source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[material type]	characteristics[enrichment process]	characteristics[viral bait]	characteristics[fusion orientation]	characteristics[expression mode]	characteristics[stimulation]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[viral bait]	factor value[fusion orientation]	factor value[expression mode]	factor value[stimulation]
N-BF_stable_0805_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	N	C-terminal	stable	not treated	3	run N-BF_stable_0805_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	N-BF_stable_0805_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	N	C-terminal	stable	not treated
NSP1-BF_stable_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP1	C-terminal	stable	not treated	1	run NSP1-BF_stable_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP1-BF_stable_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP1	C-terminal	stable	not treated
NSP1-BF_stable_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP1	C-terminal	stable	not treated	2	run NSP1-BF_stable_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP1-BF_stable_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP1	C-terminal	stable	not treated
NSP1-BF_stable_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP1	C-terminal	stable	not treated	3	run NSP1-BF_stable_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP1-BF_stable_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP1	C-terminal	stable	not treated
NSP1-BF_stable_PIC_2506_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP1	C-terminal	stable	poly(I:C)	1	run NSP1-BF_stable_PIC_2506_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP1-BF_stable_PIC_2506_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP1	C-terminal	stable	poly(I:C)
NSP1-BF_stable_PIC_2506_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP1	C-terminal	stable	poly(I:C)	2	run NSP1-BF_stable_PIC_2506_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP1-BF_stable_PIC_2506_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP1	C-terminal	stable	poly(I:C)
NSP1-BF_stable_PIC_2506_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP1	C-terminal	stable	poly(I:C)	3	run NSP1-BF_stable_PIC_2506_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP1-BF_stable_PIC_2506_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP1	C-terminal	stable	poly(I:C)
NSP10-BF_stable_0607_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP10	C-terminal	stable	not treated	1	run NSP10-BF_stable_0607_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP10-BF_stable_0607_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP10	C-terminal	stable	not treated
NSP10-BF_stable_0607_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP10	C-terminal	stable	not treated	2	run NSP10-BF_stable_0607_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP10-BF_stable_0607_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP10	C-terminal	stable	not treated
NSP10-BF_stable_0607_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP10	C-terminal	stable	not treated	3	run NSP10-BF_stable_0607_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP10-BF_stable_0607_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP10	C-terminal	stable	not treated
NSP12-BF_stable_2306_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP12	C-terminal	stable	not treated	1	run NSP12-BF_stable_2306_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP12-BF_stable_2306_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP12	C-terminal	stable	not treated
NSP12-BF_stable_2506_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP12	C-terminal	stable	not treated	2	run NSP12-BF_stable_2506_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP12-BF_stable_2506_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP12	C-terminal	stable	not treated
NSP12-BF_stable_2506_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP12	C-terminal	stable	not treated	3	run NSP12-BF_stable_2506_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP12-BF_stable_2506_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP12	C-terminal	stable	not treated
NSP13-BF_stable_0406_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP13	C-terminal	stable	not treated	1	run NSP13-BF_stable_0406_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP13-BF_stable_0406_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP13	C-terminal	stable	not treated
NSP13-BF_stable_0406_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP13	C-terminal	stable	not treated	2	run NSP13-BF_stable_0406_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP13-BF_stable_0406_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP13	C-terminal	stable	not treated
NSP13-BF_stable_0406_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP13	C-terminal	stable	not treated	3	run NSP13-BF_stable_0406_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP13-BF_stable_0406_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP13	C-terminal	stable	not treated
NSP14-BF_stable_0607_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP14	C-terminal	stable	not treated	1	run NSP14-BF_stable_0607_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP14-BF_stable_0607_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP14	C-terminal	stable	not treated
NSP14-BF_stable_0607_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP14	C-terminal	stable	not treated	2	run NSP14-BF_stable_0607_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP14-BF_stable_0607_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP14	C-terminal	stable	not treated
NSP14-BF_stable_0607_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP14	C-terminal	stable	not treated	3	run NSP14-BF_stable_0607_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP14-BF_stable_0607_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP14	C-terminal	stable	not treated
NSP15-BF_stable_0607_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP15	C-terminal	stable	not treated	1	run NSP15-BF_stable_0607_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP15-BF_stable_0607_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP15	C-terminal	stable	not treated
NSP15-BF_stable_0607_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP15	C-terminal	stable	not treated	2	run NSP15-BF_stable_0607_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP15-BF_stable_0607_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP15	C-terminal	stable	not treated
NSP15-BF_stable_0607_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP15	C-terminal	stable	not treated	3	run NSP15-BF_stable_0607_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP15-BF_stable_0607_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP15	C-terminal	stable	not treated
NSP16-BF_stable_2506_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP16	C-terminal	stable	not treated	1	run NSP16-BF_stable_2506_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP16-BF_stable_2506_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP16	C-terminal	stable	not treated
NSP16-BF_stable_2506_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP16	C-terminal	stable	not treated	2	run NSP16-BF_stable_2506_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP16-BF_stable_2506_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP16	C-terminal	stable	not treated
NSP16-BF_stable_2506_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP16	C-terminal	stable	not treated	3	run NSP16-BF_stable_2506_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP16-BF_stable_2506_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP16	C-terminal	stable	not treated
NSP2-BF_stable_1906_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP2	C-terminal	stable	not treated	1	run NSP2-BF_stable_1906_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP2-BF_stable_1906_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP2	C-terminal	stable	not treated
NSP2-BF_stable_1906_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP2	C-terminal	stable	not treated	2	run NSP2-BF_stable_1906_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP2-BF_stable_1906_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP2	C-terminal	stable	not treated
NSP2-BF_stable_1906_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP2	C-terminal	stable	not treated	3	run NSP2-BF_stable_1906_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP2-BF_stable_1906_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP2	C-terminal	stable	not treated
NSP3-BF_stable_0307_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP3	C-terminal	stable	not treated	1	run NSP3-BF_stable_0307_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP3-BF_stable_0307_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP3	C-terminal	stable	not treated
NSP3-BF_stable_0307_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP3	C-terminal	stable	not treated	2	run NSP3-BF_stable_0307_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP3-BF_stable_0307_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP3	C-terminal	stable	not treated
NSP3-BF_stable_0307_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP3	C-terminal	stable	not treated	3	run NSP3-BF_stable_0307_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	NSP3-BF_stable_0307_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP3	C-terminal	stable	not treated
