accession	verdict	suggested_organism_part	suggested_cell_type	reason	organism_group	repo_source	fetch_status	repo_organism_parts	repo_organisms	text_tissue_hints	sdrf_organism_part	sdrf_organism	sdrf_cell_type	title	pubmed	repo_url
PXD003109	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Synthetic construct; Homo sapiens (human)		not available	synthetic construct	not applicable	UVPD applied to phosphoproteomics	26760441	https://www.ebi.ac.uk/pride/archive/projects/PXD003109
PXD003119	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Microbial mat metagenome		not available	Microbial mat metagenome	not applicable	Protein stable isotope fingerprinting (P-SIF): Chocolate Pots (Yellowstone) biomass		https://www.ebi.ac.uk/pride/archive/projects/PXD003119
PXD003150	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Allochromatium vinosum (strain atcc 17899 / dsm 180 / nbrc 103801 / ncimb 10441 / d) (chromatium vinosum); Synechocystis sp. pcc 6803		not available	Synechocystis sp. pcc 6803	not applicable	Protein stable isotope fingerprinting (P-SIF): Synechocystis sp. PCC6803 + Allochromatium vinosum DSM180 biomass mixture		https://www.ebi.ac.uk/pride/archive/projects/PXD003150
PXD003174	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		Not available	Saccharomyces cerevisiae		Tma108, a putative M1 aminopeptidase, defines specialized ribosomes in Saccharomyces cerevisiae	27580715	https://www.ebi.ac.uk/pride/archive/projects/PXD003174
PXD003201	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Candida albicans (yeast)	serum	not available	Candida albicans		Immunoproteomic analysis of antibody responses to extracellular proteins of Candida albicans in serum of candidemia patients revealed glycosylation effects on protein antigen recognition		https://www.ebi.ac.uk/pride/archive/projects/PXD003201
PXD003223	possible_from_text	pancreatic		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Mus musculus (mouse)	pancreatic	not available	mus musculus	not applicable	Oncogenic KRAS Regulates Tumor Cell Signaling via Stromal Reciprocation	27087446	https://www.ebi.ac.uk/pride/archive/projects/PXD003223
PXD003226	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Proteomic analysis of purified human centrosomes	26655833	https://www.ebi.ac.uk/pride/archive/projects/PXD003226
PXD003273	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Partner of Yeast Telomerase TLC1 RNA (TLC1)		https://www.ebi.ac.uk/pride/archive/projects/PXD003273
PXD003293	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Quantitative proteomics of epithelial mesenchymal transition of human primary small airway epithelial cells: part 1	27461979	https://www.ebi.ac.uk/pride/archive/projects/PXD003293
PXD003294	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Quantitative proteomics of epithelial mesenchymal transition of human primary small airway epithelial cells: part 2	27461979	https://www.ebi.ac.uk/pride/archive/projects/PXD003294
PXD003296	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Quantitative phosphoproteomics of epithelial mesenchymal transition of human primary small airway epithelial cells	27461979	https://www.ebi.ac.uk/pride/archive/projects/PXD003296
PXD003304	map_to_cell_type		Prokaryotic cell	repository organism part is a cell type (CL/BTO cell)	host_plus_microbe	PRIDE	ok	Prokaryotic cell|CL:0000520; prokaryotic cell|CL:0000520	Salmonella enterica subsp. enterica serovar typhimurium str. 14028s wu; Escherichia coli; Homo sapiens (human)		not applicable	Homo sapiens	not applicable	Deamidation and phosphorylation sites on SrfH-treated ERK2 kinase		https://www.ebi.ac.uk/pride/archive/projects/PXD003304
PXD003327	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not applicable	Escherichia coli	not applicable	Known ratios of SILAC labels in E. Coli		https://www.ebi.ac.uk/pride/archive/projects/PXD003327
PXD003339	map_to_cell_type		Prokaryotic cell; Cell culture	repository organism part is a cell type (CL/BTO cell)	microbe_or_unicellular	PRIDE	ok	Prokaryotic cell|CL:0000520; Cell culture|BTO:0000214; cell culture|BTO:0000214; prokaryotic cell|CL:0000520	Bacillus amyloliquefaciens (strain atcc 23350 / dsm 7 / bcrc 11601 / nbrc 15535 / nrrl b-14393)		not available	bacillus amyloliquefaciens	not applicable	Acetylome analysis of  Bacillus amyloliquefaciens	26822828	https://www.ebi.ac.uk/pride/archive/projects/PXD003339
PXD003342	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	C-terminomics E. coli -  C-terminal charge-reversal derivatization and parallel use of multiple proteases facilitates identification of protein C-termini by C-terminomics	26939532	https://www.ebi.ac.uk/pride/archive/projects/PXD003342
PXD003350	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Plasmodium falciparum (isolate 3d7)		not available	Plasmodium falciparum		Malaria Palmitoyl Transferases	27060339	https://www.ebi.ac.uk/pride/archive/projects/PXD003350
PXD003463	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Combining deep-sequencing, proteomics, phosphoproteomics and functional screens to discover novel regulators of sphingolipids homeostasis.	28152593	https://www.ebi.ac.uk/pride/archive/projects/PXD003463
PXD003526	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Acyrthosiphon pisum (pea aphid)		not available	Acyrthosiphon pisum	not applicable	Proteotyping of microbial communities reveals the correlations between the microorganisms and the process parameters	27462366	https://www.ebi.ac.uk/pride/archive/projects/PXD003526
PXD003528	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Human gut metagenome		not applicable	human gut metagenome		Human MLI metaproteome -  MetaPro-IQ: a universal metaproteomic approach to studying human and mouse gut microbiota	27343061	https://www.ebi.ac.uk/pride/archive/projects/PXD003528
PXD003554	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Nuclear nucleolin interactome analysis	27049334	https://www.ebi.ac.uk/pride/archive/projects/PXD003554
PXD003640	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Escherichia coli; Homo sapiens (human)		not available	Escherichia coli		ON THE ACCURACY, PRECISION AND STATISTICAL SIGNIFICANCE OF COMPRESSED RATIOS IN ISOBARIC LABELLING	27452035	https://www.ebi.ac.uk/pride/archive/projects/PXD003640
PXD003641	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not applicable	Escherichia coli	not applicable	E. coli EcAmb278 treated with tetracycline	28043878	https://www.ebi.ac.uk/pride/archive/projects/PXD003641
PXD003748	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		RNA polymerase III interactome	30593915	https://www.ebi.ac.uk/pride/archive/projects/PXD003748
PXD003754	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not applicable	Homo sapiens	not applicable	Global Membrane Protein Interactome Analysis using In vivo Crosslinking and MS-based Protein Correlation Profiling	27114452	https://www.ebi.ac.uk/pride/archive/projects/PXD003754
PXD003773	possible_from_text	skin		no structured organism part; title/description/keywords mention tissue	other	PRIDE	ok		Malassezia sympodialis (strain atcc 42132) (atopic eczema-associated yeast)	skin	not available	Malassezia sympodialis		Integrative genome annotation of Malassezia sympodialis	28100699	https://www.ebi.ac.uk/pride/archive/projects/PXD003773
PXD003791	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Mixed culture metagenome		not applicable	human gut metagenome		MuSt multiomics -  Integrated multi-omics of the human gut microbiome in a case study of familial type 1 diabetes	27723761	https://www.ebi.ac.uk/pride/archive/projects/PXD003791
PXD003805	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Bacteria		not applicable	Bacteria	not applicable	Metaproteome of chicken gastrointestinal tract microbiota	27760159	https://www.ebi.ac.uk/pride/archive/projects/PXD003805
PXD003806	map_to_cell_type		Cell suspension culture; Vegetative cell (sensu fungi)	repository organism part is a cell type (CL/BTO cell)	microbe_or_unicellular	PRIDE	ok	Cell suspension culture|BTO:0000221; Vegetative cell (sensu fungi)|CL:0000334; vegetative cell (sensu Fungi)|CL:0000334; cell suspension culture|BTO:0000221	Schizosaccharomyces pombe		not available	Schizosaccharomyces pombe		Mps1(Mph1) Kinase phosphorylates Mad3 to Inhibit Cdc20Slp1 –APC/C and maintain spindle checkpoint arrests	26882497	https://www.ebi.ac.uk/pride/archive/projects/PXD003806
PXD003816	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		7-Ketocholesterol overcomes drug resistance in Chronic Myeloid Leukemia cell lines beyond MDR1 mechanism_part1		https://www.ebi.ac.uk/pride/archive/projects/PXD003816
PXD003819	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		7-Ketocholesterol overcomes drug resistance in Chronic Myeloid Leukemia cell lines beyond MDR1 mechanism_part2		https://www.ebi.ac.uk/pride/archive/projects/PXD003819
PXD003820	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		7-Ketocholesterol overcomes drug resistance in Chronic Myeloid Leukemia cell lines beyond MDR1 mechanism_part3		https://www.ebi.ac.uk/pride/archive/projects/PXD003820
PXD003823	recoverable_organism_part	whole organism		structured organism part in repository metadata	multicellular	PRIDE	ok	Whole body|BTO:0001489; whole body|BTO:0001489	Oryzias latipes (japanese rice fish) (japanese killifish)	embryo; cardiac	not available	Oryzias latipes	not available	A combined transcriptomic and proteomic approach to identify toxicity pathways in early-life stages of Japanese medaka (Oryzias latipes) exposed to 1,2,5,6- tetrabromocyclooctane (TBCO)	27322799	https://www.ebi.ac.uk/pride/archive/projects/PXD003823
PXD003833	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	HERV protease specificity -  Identification of Protease Specificity by Combining Proteome-Derived Peptide Libraries and Quantitative Proteomics	27122596	https://www.ebi.ac.uk/pride/archive/projects/PXD003833
PXD003863	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	Differential proteome analysis of Escherichia coli grown on acetate vs. glucose	27604403	https://www.ebi.ac.uk/pride/archive/projects/PXD003863
PXD003868	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Quantitative global proteomics of yeast PBP1 deletion mutants and their stress responses reveals glucose metabolism, translation and stress granule changes	27966978	https://www.ebi.ac.uk/pride/archive/projects/PXD003868
PXD003910	stay_not_available			repository has no organism part and no tissue wording in title/description	other	PRIDE	ok		Unclassified marseilleviridae		not available	Unclassified marseilleviridae		Proteomes of Noumeavirus and Melbournevirus particles	28429720	https://www.ebi.ac.uk/pride/archive/projects/PXD003910
PXD003913	map_to_cell_type		Epithelial cell; Cell culture	repository organism part is a cell type (CL/BTO cell)	multicellular	PRIDE	ok	Epithelial cell|CL:0000066; Cell culture|BTO:0000214; cell culture|BTO:0000214; epithelial cell|CL:0000066	Homo sapiens (human)		not applicable	Homo sapiens	not applicable	Identification of human PKD2 interaction partners from Golgi-enriched protein fractions of HeLa cells by affinity enrichment cross-linking/MS	27559607	https://www.ebi.ac.uk/pride/archive/projects/PXD003913
PXD003916	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Candida albicans (yeast)		not available	Candida albicans		Candida albicans is resistant to polyglutamine aggregation and toxicity	27807047	https://www.ebi.ac.uk/pride/archive/projects/PXD003916
