source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]	factor value[biological replicate]	factor value[acquisition mode]	factor value[data format]
O20220821yaonan_FAIMS_QCML0630_DIA_30min_42V_62V	Mus musculus	Liver	not available	not available	not available	not available	not available	1	O20220821yaonan_FAIMS_QCML0630_DIA_30min_42V_62V	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	O20220821yaonan_FAIMS_QCML0630_DIA_30min_42V_62V.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
F20200816_liuwei_QCML_DIA_250ng_1ul	Mus musculus	Liver	not available	not available	not available	not available	not available	1	F20200816_liuwei_QCML_DIA_250ng_1ul	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	F20200816_liuwei_QCML_DIA_250ng_1ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
K20200828lyumg_QCML_twocolumn_DIAPASEF_30min_1450V_0_5ul_Slot1-3_1_780.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	K20200828lyumg_QCML_twocolumn_DIAPASEF_30min_1450V_0_5ul_Slot1-3_1_780.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	K20200828lyumg_QCML_twocolumn_DIAPASEF_30min_1450V_0_5ul_Slot1-3_1_780.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
J20200226lisainan_ML_SWATH_1	Mus musculus	Liver	not available	not available	not available	not available	not available	1	J20200226lisainan_ML_SWATH_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	J20200226lisainan_ML_SWATH_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
ZJU_SZY_HFX_20200912_QCML_DIA_250ng	Mus musculus	Liver	not available	not available	not available	not available	not available	1	ZJU_SZY_HFX_20200912_QCML_DIA_250ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	ZJU_SZY_HFX_20200912_QCML_DIA_250ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
CAB20220610shiyq_FAIMS_48v68v_gas4_ML_30min_DIA	Mus musculus	Liver	not available	not available	not available	not available	not available	1	CAB20220610shiyq_FAIMS_48v68v_gas4_ML_30min_DIA	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220610shiyq_FAIMS_48v68v_gas4_ML_30min_DIA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
B20210531yix_DIA_ml	Mus musculus	Liver	not available	not available	not available	not available	not available	1	B20210531yix_DIA_ml	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	B20210531yix_DIA_ml.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
G20200611liangshuang_ML_1ug_SWATH	Mus musculus	Liver	not available	not available	not available	not available	not available	1	G20200611liangshuang_ML_1ug_SWATH	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	G20200611liangshuang_ML_1ug_SWATH.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
F20200302liangs_QCML_DIA_250ng	Mus musculus	Liver	not available	not available	not available	not available	not available	1	F20200302liangs_QCML_DIA_250ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	F20200302liangs_QCML_DIA_250ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
G20210131liangs_ML_1ug_SWATH_30min	Mus musculus	Liver	not available	not available	not available	not available	not available	1	G20210131liangs_ML_1ug_SWATH_30min	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	G20210131liangs_ML_1ug_SWATH_30min.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
O20220206dongzhen_FAIMS_QCML_DIA_30min_42V_62V	Mus musculus	Liver	not available	not available	not available	not available	not available	1	O20220206dongzhen_FAIMS_QCML_DIA_30min_42V_62V	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	O20220206dongzhen_FAIMS_QCML_DIA_30min_42V_62V.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
G20210405liangs_ML_1ug_SWATH_30min_T3_1	Mus musculus	Liver	not available	not available	not available	not available	not available	1	G20210405liangs_ML_1ug_SWATH_30min_T3_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	G20210405liangs_ML_1ug_SWATH_30min_T3_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
J20200119lisainan_ML_SWATH	Mus musculus	Liver	not available	not available	not available	not available	not available	1	J20200119lisainan_ML_SWATH	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	J20200119lisainan_ML_SWATH.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
J20210207lisainan_ML_SWATH	Mus musculus	Liver	not available	not available	not available	not available	not available	1	J20210207lisainan_ML_SWATH	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	J20210207lisainan_ML_SWATH.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
J20200212lisainan_ML_SWATH_1	Mus musculus	Liver	not available	not available	not available	not available	not available	1	J20200212lisainan_ML_SWATH_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	J20200212lisainan_ML_SWATH_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
G20191028lisain_QCML_SWATH_30min_1ug	Mus musculus	Liver	not available	not available	not available	not available	not available	1	G20191028lisain_QCML_SWATH_30min_1ug	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	G20191028lisain_QCML_SWATH_30min_1ug.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
A20210731yix_ml_30min_DIA	Mus musculus	Liver	not available	not available	not available	not available	not available	1	A20210731yix_ml_30min_DIA	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20210731yix_ml_30min_DIA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
F20200602liuwei_QCML_DIA_250ng_2uL	Mus musculus	Liver	not available	not available	not available	not available	not available	1	F20200602liuwei_QCML_DIA_250ng_2uL	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	F20200602liuwei_QCML_DIA_250ng_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
N20211122xieyt_ml_30min_DIA_twocolumn_Slot1-4_1_9518.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	N20211122xieyt_ml_30min_DIA_twocolumn_Slot1-4_1_9518.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20211122xieyt_ml_30min_DIA_twocolumn_Slot1-4_1_9518.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
A20210405yix_ml_30min_DIA	Mus musculus	Liver	not available	not available	not available	not available	not available	1	A20210405yix_ml_30min_DIA	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20210405yix_ml_30min_DIA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
SFHI_20200514wangxf_QCML_DIA_1ug_1	Mus musculus	Liver	not available	not available	not available	not available	not available	1	SFHI_20200514wangxf_QCML_DIA_1ug_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	SFHI_20200514wangxf_QCML_DIA_1ug_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
M20210502zhangc_QCML0502_Tcolumn0502_DIA_newcolumn_Slot1-51_1_6548.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	M20210502zhangc_QCML0502_Tcolumn0502_DIA_newcolumn_Slot1-51_1_6548.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	M20210502zhangc_QCML0502_Tcolumn0502_DIA_newcolumn_Slot1-51_1_6548.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
N20211119xieyt_ml_30min_DIA_twocolumn_Slot1-4_1_9488.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	N20211119xieyt_ml_30min_DIA_twocolumn_Slot1-4_1_9488.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20211119xieyt_ml_30min_DIA_twocolumn_Slot1-4_1_9488.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
N20210727jiangwh_ml_30min_DIA_Slot1-4_1_6868.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	N20210727jiangwh_ml_30min_DIA_Slot1-4_1_6868.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20210727jiangwh_ml_30min_DIA_Slot1-4_1_6868.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
A20191211xiangn_30min_500ng_DIA	Mus musculus	Liver	not available	not available	not available	not available	not available	1	A20191211xiangn_30min_500ng_DIA	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20191211xiangn_30min_500ng_DIA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
J20210316lisainan_ML_SWATH_newtrap	Mus musculus	Liver	not available	not available	not available	not available	not available	1	J20210316lisainan_ML_SWATH_newtrap	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	J20210316lisainan_ML_SWATH_newtrap.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
G20191123gewgQCML_SWATH_30min_1ug	Mus musculus	Liver	not available	not available	not available	not available	not available	1	G20191123gewgQCML_SWATH_30min_1ug	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	G20191123gewgQCML_SWATH_30min_1ug.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
SCIEXBJ_A20201203liux_QCML_SWATH_1ug_1	Mus musculus	Liver	not available	not available	not available	not available	not available	1	SCIEXBJ_A20201203liux_QCML_SWATH_1ug_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	SCIEXBJ_A20201203liux_QCML_SWATH_1ug_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
D20201241lisainan_ml_sw_check_ml	Mus musculus	Liver	not available	not available	not available	not available	not available	1	D20201241lisainan_ml_sw_check_ml	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	D20201241lisainan_ml_sw_check_ml.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
B20190821xiangn_ZZOVA_ml_DIA_500ng	Mus musculus	Liver	not available	not available	not available	not available	not available	1	B20190821xiangn_ZZOVA_ml_DIA_500ng	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	B20190821xiangn_ZZOVA_ml_DIA_500ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
J20200514lisainan_ML_SWATH_1	Mus musculus	Liver	not available	not available	not available	not available	not available	1	J20200514lisainan_ML_SWATH_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	J20200514lisainan_ML_SWATH_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	SCIEX .wiff
O20220209wangyr_FAIMS_QCML_DIA_30min_42V_62V_2	Mus musculus	Liver	not available	not available	not available	not available	not available	1	O20220209wangyr_FAIMS_QCML_DIA_30min_42V_62V_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	O20220209wangyr_FAIMS_QCML_DIA_30min_42V_62V_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
CAD20210808lisainan_twocloumn_ML_30min_DIA_4thcolumnBPRC_normalML_Slot1-9_1_308.d	Mus musculus	Liver	not available	not available	not available	not available	not available	1	CAD20210808lisainan_twocloumn_ML_30min_DIA_4thcolumnBPRC_normalML_Slot1-9_1_308.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAD20210808lisainan_twocloumn_ML_30min_DIA_4thcolumnBPRC_normalML_Slot1-9_1_308.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Bruker .d (zip)
A20200614yix_ML_30min_500ng_DIA	Mus musculus	Liver	not available	not available	not available	not available	not available	1	A20200614yix_ML_30min_500ng_DIA	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200614yix_ML_30min_500ng_DIA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
F20200629_xuezz_QCML_DIA_250ng_2uL	Mus musculus	Liver	not available	not available	not available	not available	not available	1	F20200629_xuezz_QCML_DIA_250ng_2uL	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	F20200629_xuezz_QCML_DIA_250ng_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	QCML mouse liver digest QC (DIA/DDA)	1	Data-independent acquisition	Thermo .raw
