source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[age]	characteristics[clearing method]	characteristics[genotype]	characteristics[protein extraction method]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	factor value[clearing method]	factor value[disease]	factor value[protein extraction method]
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction02_B7_1_277	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction02_B7_1_277.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	2	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction03_C7_1_278	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction03_C7_1_278.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	3	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction04_D7_1_279	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction04_D7_1_279.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	4	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction05_E7_1_280	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction05_E7_1_280.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	5	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction06_F7_1_281	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction06_F7_1_281.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	6	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction07_G7_1_282	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction07_G7_1_282.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	7	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction08_H7_1_283	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction08_H7_1_283.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	8	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction09_A8_1_284	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction09_A8_1_284.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	9	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction10_B8_1_285	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction10_B8_1_285.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	10	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction11_C8_1_286	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction11_C8_1_286.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	11	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction12_D8_1_287	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction12_D8_1_287.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	12	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction13_E8_1_288	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction13_E8_1_288.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	13	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction14_F8_1_289	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction14_F8_1_289.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	14	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction15_G8_1_290	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction15_G8_1_290.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	15	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction16_H8_1_291	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_vDISCO01_Fraction16_H8_1_291.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	16	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 2	Mus musculus	brain	5	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction01_A9_1_244	proteomic profiling by mass spectrometry	1	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction01_A9_1_244.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 2	Mus musculus	brain	5	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction02_B9_1_245	proteomic profiling by mass spectrometry	1	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction02_B9_1_245.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	2	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 2	Mus musculus	brain	5	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction03_C9_1_246	proteomic profiling by mass spectrometry	1	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction03_C9_1_246.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	3	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 2	Mus musculus	brain	5	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction04_D9_1_247	proteomic profiling by mass spectrometry	1	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction04_D9_1_247.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	4	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 2	Mus musculus	brain	5	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction05_E9_1_248	proteomic profiling by mass spectrometry	1	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction05_E9_1_248.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	5	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain vDISCO deep proteome 2	Mus musculus	brain	5	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction06_F9_1_249	proteomic profiling by mass spectrometry	1	20190531_TIMS2_AnBr_SA_200ng_TM_vDISCO02_Fraction06_F9_1_249.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	6	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
